Application_number,claim,claim_yn,prior_art_number,llm_ans
1020230007119,"선택적 근육 활성화를 위한 골프 스윙 연습 시스템으로서,사용자 신체의 특정 근육 지점에 부착되는 하나 이상의 근전도(EMG: Electromyography) 센서; 및상기 근전도 센서와 데이터 통신 가능하게 연결되는 골프 스윙 분석 장치;를 포함하고, 상기 골프 스윙 분석 장치는,상기 근전도 센서로부터 상기 사용자의 근전도 신호를 수신하는 센서 신호 수집부;상기 사용자와 비교 대상이 되는 프로 골퍼의 근전도 데이터와 비교 분석하는 데이터 비교 분석부; 및상기 사용자에게 훈련이 필요한 근육 정보를 입력 받고, 상기 데이터 비교 분석부의 분석 결과를 디스플레이 해주는 사용자 인터페이스;를 포함하고,상기 사용자 인터페이스는, 골프 스윙의 구간별로, 상기 사용자와 상기 프로 골퍼의 근육 활성도의 유사도를 수치 또는 그래프로 나타내고,상기 데이터 비교 분석부는, 골프 스윙의 구간별로, 상기 사용자와 상기 프로 골프 선수의 근육 활성도의 유사도를 수치적으로 비교하되, 상기 근육 활성도는 스윙 구간별 시간에 따른 근전도 센서 신호 그래프의 아래 면적 값을 이용하여 산출하는 것인 골프 스윙 연습 시스템.",0,1020160132939,"청구항 1, 9 발명은 인용발명 1과 실질적으로 동일하나, 신규성이 인정된다고 하더라도 이 출원이 속하는 기술 분야에서 통상의 지식을 가진 사람(이하 ‘통상의 기술자’라 한다)이 인용발명 1로부터 쉽게 발명할 수 있습니다."
1020230007119,"제1항에 있어서,상기 센서 신호 수집부는, 상기 사용자 또는 골프 클럽에 부착된 관성 센서 유닛(IMU: Inertial Measurement Unit)으로부터의 관성 센서 신호를 추가로 수신하고,상기 데이터 비교 분석부는, 상기 관성 센서 신호를 이용하여 상기 사용자의 골프 스윙의 구간을 추정하고, 추정된 스윙 구간에 따라 상기 사용자와 상기 프로 골퍼의 근전도 데이터를 비교하는 것인 골프 스윙 연습 시스템.",0,1020110050468,"청구항 2 발명의 센서 신호 수집부는 관성 센서 유닛으로부터의 관성 센서 신호를 추가로 수신하고, 데이터 비교 분석부는 관성 센서 신호를 이용하여 사용자의 골프 스윙의 구간을 추정하고, 추정된 스윙 구간에 따라 사용자와 프로 골퍼의 근전도 데이터를 비교하는 것은 통상의 기술자가 인용발명 1(단락 [0036]-[0040], [0106] 참조)의 근전도 센서를 이용하여 검출한 근전도를 분석하여 운동 궤적을 구간별로 분석하고 전문가의 운동과 비교하는 것과, 인용발명 2(청구항 1 및 단락 [0030]-[0031] 참조)의 골프 클럽 부착식 스윙 분석장치가 관성 측정 유니트(IMU)로부터의 센싱 데이터를 통해 스윙 시 임팩트 데이터 구간이 포함된 출력 데이터를 이용하여 스윙 파워를 산정하는 것으로부터 쉽게 도출할 수 있습니다."
1020230007119,"제1항에 있어서,상기 데이터 비교 분석부는, 상기 사용자의 실력 수준 및 생리학적 정보 중 하나 이상을 고려하여 비교 대상 프로 골퍼를 선정하는 것인 골프 스윙 연습 시스템.",0,1020110031642,"청구항 3 발명의 데이터 비교 분석부는 사용자의 실력 수준 및 생리학적 정보 중 하나 이상을 고려하여 비교 대상 프로 골퍼를 선정하는 것은 통상의 기술자가 인용발명 3(단락 [0034], [0050] 참조)의 신체조건이 가장 유사한 프로 골퍼를 스윙 자세 비교 대상으로 매칭시키는 것으로부터 어렵지 않게 도출할 수 있습니다."
1020230007119,"제2항에 있어서,상기 데이터 비교 분석부는, 골프 스윙의 구간별로, 상기 사용자와 상기 프로 골퍼의 근육 활성 패턴의 유사성과 근육 활성도의 차이 중 하나 이상을 비교 분석하는 것인 골프 스윙 연습 시스템.",0,1020190157618,"청구항 4 발명의 데이터 비교 분석부는 골프 스윙의 구간별로 사용자와 프로 골퍼의 근육 활성 패턴의 유사성과 근육 활성도의 차이 중 하나 이상을 비교 분석하는 것은 통상의 기술자가 인용발명 1(단락 [0036]-[0040], [0106] 참조)의 근전도 센서를 이용하여 검출한 근전도를 분석하여 운동 궤적을 구간별로 분석하고 전문가의 운동과 비교하는 것과, 인용발명 4(단락 [0064] 참조)의 사용자의 근육 활성화 정보를 나타낸 이미지 및 사용자의 근육 활성화 정보와 프로 골프 선수의 근육 활성화 정보를 비교하는 것으로부터 쉽게 도출할 수 있습니다."
1020230007119,"제2항에 있어서,상기 사용자 인터페이스는, 분석 결과에 따라 상기 사용자에게 특정 근육의 사용에 대한 피드백을 제공하는 것인 골프 스윙 연습 시스템.",0,1020190157618,"청구항 5 발명의 사용자 인터페이스는 분석 결과에 따라 사용자에게 특정 근육의 사용에 대한 피드백을 제공하는 것은 통상의 기술자가 인용발명 4(단락 [0064] 참조)의 사용자의 근육 활성화 정보를 나타낸 이미지, 사용자의 근육 활성화 정보와 프로 골프 선수의 근육 활성화 정보를 비교한 이미지 등과 같이 이미지 형태의 정보도 포함하는 피드백 정보를 제공하는 것으로부터 쉽게 도출할 수 있습니다."
1020230007119,"제1항에 있어서,상기 사용자 인터페이스는, 상기 프로 골퍼와의 근육 활성도의 차이가 가장 큰 근육부위를 강조하여 표시하는 것인 골프 스윙 연습 시스템.",0,1020190157618,"청구항 6-7 발명의 사용자 인터페이스는 골프 스윙의 구간별로 사용자와 프로 골퍼의 근육 활성도의 차이를 수치 또는 그래프로 나타내고, 프로 골프 선수와의 근육 활성도의 차이가 가장 큰 근육 부위를 강조하여 표시하는 것은 통상의 기술자가 인용발명 1(단락 [0036]-[0040], [0106] 참조)의 근전도 센서를 이용하여 검출한 근전도를 분석하여 운동 궤적을 구간별로 분석하고 전문가의 운동과 비교하는 것과, 인용발명 4(단락 [0064] 참조)의 사용자의 근육 활성화 정보를 나타낸 이미지 및 사용자의 근육 활성화 정보와 프로 골프 선수의 근육 활성화 정보를 비교한 이미지 등과 같이 이미지 형태의 피드백 정보를 제공하는 것으로부터 쉽게 도출할 수 있습니다."
1020230007119,"제1항에 있어서,상기 사용자 인터페이스는, 상기 사용자의 근육 활성도를 기초로, 상기 사용자의 근육의 부상 가능성에 대한 코멘트를 제공하는 것인 골프 스윙 연습 시스템.",0,1020060097881,"청구항 8 발명의 사용자 인터페이스는 사용자의 근육 활성도를 기초로 사용자의 근육의 부상 가능성에 대한 코멘트를 제공하는 것은 통상의 기술자가 인용발명 5(청구항 5 참조)의 골프 수련자의 각 신체 분절과 기구의 변위, 속도, 각속도, 관절 중심의 각도, 각속도, 각가속도를 디지털화된 수치 데이터로 추출하고, 이를 의공학적인 관점에서 운동학적·운동역학적 데이터로 분석하여 이상 징후 및 부상 예측 결과를 추출하는 것으로부터 쉽게 도출할 수 있습니다."
1020230007119,"사용자 신체의 특정 근육 지점에 부착되는 하나 이상의 근전도 센서와, 상기 근전도 센서와 데이터 통신 가능하게 연결되는 골프 스윙 분석 장치를 포함하는 골프 스윙 연습 시스템을 이용하는 골프 트레이닝 방법으로서,상기 사용자가 상기 골프 스윙 분석 장치의 사용자 인터페이스를 통하여 훈련이 필요한 하나 이상의 근육을 선택하는 단계;상기 사용자의 골프 스윙 동작에 따라 상기 근전도 센서가 측정한 근전도 신호를 상기 골프 스윙 분석 장치가 수신하는 단계;상기 골프 스윙 분석 장치가, 상기 사용자의 근전도 센서와 비교 대상이 되는 프로 골퍼의 근전도 센서 신호를 비교 분석하는 단계; 및상기 골프 스윙 분석 장치의 상기 사용자 인터페이스가 상기 비교 분석 결과를 사용자에게 디스플레이하는 단계;를 포함하고,상기 사용자 인터페이스는, 골프 스윙의 구간별로, 상기 사용자와 상기 프로 골퍼의 근육 활성도의 유사도를 수치 또는 그래프로 나타내며,상기 비교 분석 단계는, 골프 스윙의 구간별로, 상기 사용자와 상기 프로 골프 선수의 근육 활성도의 유사도를 수치적으로 비교하되, 상기 근육 활성도는 스윙 구간별 시간에 따른 근전도 센서 신호 그래프의 아래 면적 값을 이용하여 산출하는 것인 골프 트레이닝 방법.",0,1020160132939,"청구항 1, 9 발명은 인용발명 1과 실질적으로 동일하나, 신규성이 인정된다고 하더라도 이 출원이 속하는 기술 분야에서 통상의 지식을 가진 사람(이하 ‘통상의 기술자’라 한다)이 인용발명 1로부터 쉽게 발명할 수 있습니다."
1020230011567,"일측은 폴대(100)와 결합 고정되는 고정부(121)와, 타측은 타 폴대(100')의 연결부재가 삽입되도록 하는 확대부(122)가 구비된 결합구(120)를 형성한 폴대(100)와;폴대(100)의 일측에 체결 고정되도록 하는 체결부(210)와, 체결부(210)에 연장되고 확대부(122)에 삽입되어 타 폴대(100')의 내측으로 요입되도록 하는 요입부(220)와, 요입부(220)의 끝단에 구비된 탄성부(230)를 형성한 연결부재(200);로 구성되는 것을 특징으로 하는 접이식 등산스틱의 연결 구조.",0,2020090011382,"청구항 1은 ‘고정부, 확대부[구성1]; 체결부[구성2]; 탄성부[구성3];를 포함하는 등산스틱의 연결 구조’에 관한 것입니다. 이는 스틱에 관한 것으로 실질적으로 동일한 기술분야인 인용발명 1(도면 1-2 참조)의 ‘지팡이 1단(10) 고정부, 1단 보조구(21)[구성1]; 2단 보조구(22)[구성2];를 포함하는 지팡이’와 주요 구성부가 대응됩니다. 다만, 제1항은 ‘탄성부를 구비한다는 점’에서 인용발명 1과는 차이가 있으나, 이는 인용발명 2(도면 1-14 참조)의 ‘탄성 분할편(120)’과 실질적으로 동일한 바, 상기 차이점은 인용발명 1에 인용발명 2의 탄성 분할편을 단순 부가하는 것으로, 이는 통상의 기술자라면 쉽게 도출하여 구성할 수 있는 것이고, 그 효과 또한 예측 가능한 정도 이상의 현저한 효과가 있다고 인정되지 않습니다."
1020230011567,"제1항에 있어서,연결부재(200)의 체결부(210)는,별도의 스프링의 탄성에 의해 돌출 또는 요입되는 돌출편(211)을 구비하고, 결합구(120)에 구비된 별도의 통공(121)으로 돌출 및 요입되는 것을 포함하도록 구성되는 것을 특징으로 하는 접이식 등산스틱의 연결 구조.",0,2020090011382,"청구항 3은 ‘제1항에 있어서, 돌출편을 포함하는 것’으로, 이는 인용발명 2의 ‘잠금 장치(40)’와 실질적으로 동일합니다. 따라서 청구항 제3항은 통상의 기술자가 인용발명 1, 2로부터 쉽게 발명할 수 있습니다."
1020230011567,"제1항에 있어서,연결부재(200)의 탄성부(230)는,타 폴대(100')의 확대부(122')를 통해 폴대 내측에 요입되어 탄성에 의해 확대되도록 형성하고, 폴대 내측에서 지지되는 탄성을 유지하도록 길이 방향으로 다수 개의 절결홈(231)을 구비하고, 끝단은 정면상 소정의 각도로 폴대 내부의 직경 보다 축소되도록 하는 경사부(232)를 형성하도록 구성되는 것을 특징으로 하는 접이식 등산스틱의 연결 구조.",0,2020090011382,"청구항 4는 ‘제1항에 있어서, 절결홈, 경사부를 포함하는 것’으로, 이는 인용발명 2의 ‘탄성 분할편(120)의 절결홈(부호 미도시), 챔퍼(부호 미도시)’와 실질적으로 동일합니다. 따라서 청구항 제4항은 통상의 기술자가 인용발명 1, 2로부터 쉽게 발명할 수 있습니다."
1020230024441,"제1 항에 있어서, 상기 플라이휠 모듈(2)은 오르막길 및 내리막길 사이클링 환경을 시뮬레이팅하는 듀얼 모드 모터(dual mode motor)를 더 포함하는, 자전거 훈련기(100).",0,1020227009985,"청구항 8 발명에서 한정된 사항은 인용발명 1에는 그와 같은 구성이 나타나지 않기는 하나, 출원발명과 기술분야가 동일한 인용발명 2의 ‘Indoor bicycle training device’에서 오르막 및 내리막 위치 시뮬레이션을 수반하는 플라이휠 모터의 구성이 개시[식별번호 0049 참조]되어 있어, 이로부터 통상의 기술자가 어려움 없이 착안하여 인용발명 1에 적용할 수 있습니다."
1020230024441,"제9 항에 있어서, 상기 플라이휠 모듈(2)은 오르막길 사이클링 환경을 시뮬레이팅하는 자기 저항 구성요소를 더 포함하는, 자전거 훈련기(200, 300, 400).",0,1020227009985,"청구항 16 발명에서 한정된 사항은 인용발명 1에는 그와 같은 구성이 나타나지 않기는 하나, 출원발명과 기술분야가 동일한 인용발명 2의 ‘Indoor bicycle training device’에서 제어 회로(132)는 모터의 제어를 통해 플라이휠 부재(234)의 저항을 증가시켜 오르막 등급을 모사하고, 플라이휠 부재 상에 증가된 회전력을 제공하기 위해 모터를 제어함으로써 내리막 등급이 시뮬레이션되는 구성이 개시[식별번호 0088 참조]되어 있어, 이로부터 통상의 기술자가 쉽게 적용할 수 있습니다."
1020230055358,"밴드 걸이(11)가 구비된 보조바(10)와; 상기 보조바(10)의 하단에 착탈 가능하게 설치되는 바 홀더(20)와; 상기 바 홀더(20)를 둘러싸면서 상기 밴드 걸이(11)에 의해 지지되는 보조밴드(30)와; 상기 바 홀더(20)가 안착되는 가이드 매트(40);를 포함하여 구성되며,상기 보조바(10)의 외측면에는 한 쌍의 보조다리(50)가 회동가능하게 설치되되,상기 보조바(10)에는 한 쌍의 가이드홀(12)이 형성되고, 상기 보조다리(50)에는 상기 가이드홀(12)을 따라 이동하는 가이드봉(51)이 구비되며, 상기 보조바(10)의 내부에는 수용통(60)이 구비되고, 상기 가이드봉(51)의 외측면에는 상기 수용통(60) 내부에 수납되는 스프링(70)이 구비되며,상기 스프링(70)은 상기 가이드봉(51)을 수용통(60) 안쪽으로 밀어 상기 보조다리(50)가 보조바(10)의 외측면 쪽으로 당겨지도록 하는 것을 특징으로 하는 하지 재활 운동기구.",0,1020210073646,"제1항은 ‘밴드 걸이, 보조바[구성1]; 바 홀더[구성2]; 보조밴드[구성3]; 가이드 매트[구성4];를 포함하는 하지 재활 운동기구’에 관한 것입니다. 이는 신체단련기구에 관한 것으로 실질적으로 동일한 기술분야인 인용발명 1(도면 1-7 참조)의 ‘탄력줄걸이구(140,150,160), 지주(130)[구성1]; 지주지지대(120)[구성2]; 탄력줄(145,155,165)[구성3];을 포함하는 어깨운동구’와 주요 구성부가 대응됩니다. 다만, 제1항은 ‘가이드 매트를 구비한다는 점’에서 인용발명 1과는 차이가 있으나, 이는 인용발명 2(도면 1-7 참조)의 ‘운동용 매트(100)’와 실질적으로 동일한 바, 상기 차이점은 인용발명 1에 인용발명 2의 운동용 매트를 단순 부가하는 것으로, 이는 통상의 기술자라면 쉽게 도출하여 구성할 수 있는 것이고, 그 효과 또한 예측 가능한 정도 이상의 현저한 효과가 있다고 인정되지 않습니다."
1020230102161,"지도 데이터 기반한 영토 점령 게임을 제공하는 방법에 있어서,서버가, 실제 지형지물을 기반으로 생성된 지도 데이터에 기초하여 복수의 영역을 설정하는 단계;상기 서버가, 게이머로부터 상기 복수의 영역 중에서 어느 하나의 영역인 점령 대상 영역을 점령하고자 하는 점령 요청을 요청받는 단계;상기 서버가, 상기 점령 요청에 대응하여 상기 게이머와 상기 점령 대상 영역의 소유자가 함께 수행하거나 상기 게이머가 단독으로 수행하는 점령 게임을 제공하는 단계;상기 서버가, 상기 점령 게임의 결과에 기초하여 상기 점령 대상 영역의 소유권을 설정하고, 제1 보상을 제공하는 단계; 및상기 서버가, 상기 복수의 영역 각각의 소유권에 대한 설정 사항에 기초하여 게이머들 간의 순위를 결정하여 제2 보상을 제공하는 단계;를 포함하고,상기 점령 요청을 요청받는 단계는상기 서버가, 상기 점령 요청이 전달된 전달 시점이 미리 설정된 점령 게임 금지 시간인지 확인하고, 상기 전달 시점이 상기 미리 설정된 점령 게임 금지 시간이면, 상기 점령 게임을 제공하지 않는 단계;를 포함하고,상기 점령 게임을 제공하는 단계는상기 서버가, 상기 점령 게임과 함께 상식 정보를 함께 제공하되, 상기 점령 게임을 상기 게이머가 수행한 수행 횟수를 확인하고, 상기 수행 횟수가 많을수록 난이도가 높은 상기 상식 정보를 제공하는 단계;를 포함하고,상기 제1 보상을 제공하는 단계는상기 서버가, 상기 점령 게임의 승자가 상기 게이머이면 상기 제1 보상으로 게임 머니를 제공하되, 상기 점령 대상 영역의 소유권이 다른 게이머로 설정된 경우, 상기 복수의 영역 중에서 소유권이 상기 다른 게이머로 설정된 하나 이상의 제2 소유 영역의 개수를 나타내는 패자 영역 개수에 기초하여 추가 승리 게임 머니를 산출하고, 미리 설정된 기본 승리 게임 머니와 상기 추가 승리 게임 머니를 합산한 만큼의 게임 머니를 상기 제1 보상으로 제공하는 단계;를 포함하고,상기 제2 보상을 제공하는 단계는상기 서버가, 미리 설정된 보상 시간에 상기 순위가 미리 설정된 상위 순위 내에 포함된 상위 게이머를 확인하고, 상기 상위 게이머에게 게임 머니를 상기 제2 보상으로 제공하는 단계;를 포함하고,상기 지도 데이터 기반한 영토 점령 게임을 제공하는 방법은상기 서버가, 상기 점령 게임이 종료되면, 상기 점령 대상 영역이었던 영역에 점령 요청 불가 시간을 설정하고, 상기 점령 대상 영역이었던 영역에 대해 다시 점령 요청이 요청되면 상기 점령 요청 불가 시간이 도과했는지 확인하고, 상기 점령 요청 불가 시간이 도과하지 않았으면 상기 점령 게임을 제공하지 않는 단계;를 더 포함하고,상기 지도 데이터 기반한 영토 점령 게임을 제공하는 방법은상기 서버가, 상기 복수의 영역 중에서 영역 특성이 미리 설정된 미션 기준을 충족하는 영역들을 미션 영역으로 설정하는 단계; 및상기 서버가, 미리 설정된 미션 종료 시간에 상기 미션 영역의 소유권에 대한 설정 사항에 기초하여 게임 머니를 제3 보상으로 제공하는 단계;를 더 포함하고,상기 영역 특성은상기 복수의 영역 각각에 미리 설정된 정보이고, 해당 영역의 지리적 특징을 나타내는 정보이고,상기 지도 데이터 기반한 영토 점령 게임을 제공하는 방법은상기 서버가 상기 상위 게이머의 게이머 장치로 상기 미션 기준을 선택 요청하는 선택 요청 신호를 송신하는 단계;상기 게이머 장치가, 상기 상위 게이머에 의해 선택 가능한 복수의 미션 기준의 후보에 대한 정보를 상기 선택 요청 신호를 수신한 상기 상위 게이머의 상기 게이머 장치가 표시하고, 표시된 상기 복수의 미션 기준의 후보 중에서 어느 하나를 상기 상위 게이머에게 선택받는 단계;상기 게이머 장치가, 상기 상위 게이머에 의해 선택된 미션 기준에 대한 정보를 상기 서버로 송신하는 단계; 및상기 서버가, 상기 상위 게이머에 의해 선택된 미션 기준에 대한 정보를 수신하여 상기 미션 기준을 하는 단계;를 더 포함하는 것을 특징으로 하는지도 데이터 기반한 영토 점령 게임을 제공하는 방법.",0,1020210155045|1020140004427|1020210000369,"인용발명 1에서 가상의 땅을 점령하고 공격하는 과정의 결과에 따라 소유자를 변경하고 관련 사용자에게 게임 포인트를 지급하거나 차감하며, 각 영역에 대한 소유 여부에 따라 메타버스 지도를 업데이트함과 동시에 사용자 단말에 게임 포인트를 부여하고, 현재 위치를 메타버스 상에 표시하며 점령, 공격, 방문 등의 땅따먹기 활동을 수행하고, 땅따먹기 활동의 수행 결과에 따라 게임 서버로부터 게임 포인트를 제공받도록 제어되며, 포인트가 쌓이면 현금화하도록 제어할 수 있고, 각 영역마다 소유자가 표시되며 시간의 흐름에 따라 각 소유 영역에 대한 게임 포인트가 생성되어 자동 충전되도록 구현될 수 있으며, 전쟁 횟수를 기반으로 랜드마크 등급을 결정하여 해당 영역 소유자를 위한 게임 포인트 상승률을 조정하고, 해당 영역 소유자에게 지급되는 게임 포인트가 더 많도록 제어할 수 있는 구성(단락번호 0022, 0024, 0036, 0040, 0048, 0056-0058, 0071, 0085-0089, 0097-0098 참조)으로부터, 소유자를 변경하고 관련 사용자에게 게임 포인트를 지급하거나 차감하여 포인트는 현금화할 수 있다는 점과, 소유한 지역에서 시간의 흐름에 따라 포인트를 지급할 수 있으며, 특정 랜드마크로 지정된 지역은 더 많은 양의 포인트를 지급할 수 있다는 점에서 각각의 소유자가 더 많은 지역을 가지고 있으면 더 많은 포인트를, 적은 지역을 가진 소유자는 적은 포인트를 받을 수 있습니다. 또한, 인용발명 1과 기술 분야가 동일한 인용발명 2에서 땅따먹기 게임 수행 결과에 따른 땅따먹기 영역의 점령 여부에 따라 전자 맵을 업데이트함과 동시에 사용자 단말에 게임 포인트를 부여하고, 라이벌 관계가 설정된 사용자 단말 간의 땅따먹기 게임 수행 결과에 따라 땅따먹기 영역을 획득 시 추가 포인트를 제공하는 구성(단락번호 0015-0025, 0045, 도면 2-5 참조)으로부터 게임 포인트와 추가 게임 포인트로 구분되어 부여됨이 개시되어 있으며, 인용발명 1과 기술 분야가 동일한 인용발명 3에서 순위 및 랭킹 포인트에 따른 순위 결정 단계가 수행되고, 그 이후 순위 및 랭킹 포인트에 따른 보상 단계가 수행될 수 있으며, 순위 및 랭킹 포인트에 따른 보상 과정은 각각에 대해 구분되어 진행될 수도 있으나 통합 합산되어 진행될 수 있는 구성(단락번호 0182-0192 참조)으로부터, 순위에 따라 보상을 지급하는 기술적 특징을 적용할 수 있습니다. 따라서 이 발명은 이와 같은 구성을 통해 통상의 기술자가 단순한 설계 변경으로 쉽게 도출할 수 있습니다."
